match_id,title,competition,season,teams,sources
3775576,Manchester City WFC vs Chelsea FCW,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""Chelsea FCW""]","[""statsbomb_open_data""]"
3775639,Manchester City WFC vs Everton LFC,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""Everton LFC""]","[""statsbomb_open_data""]"
3775658,Manchester City WFC vs Manchester United,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""Manchester United""]","[""statsbomb_open_data""]"
3775564,Manchester City WFC vs Reading WFC,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""Reading WFC""]","[""statsbomb_open_data""]"
3775545,Manchester City WFC vs Tottenham Hotspur Women,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""Tottenham Hotspur Women""]","[""statsbomb_open_data""]"
3775651,Manchester City WFC vs West Ham United LFC,FA Women's Super League,2020/2021,"[""Manchester City WFC"", ""West Ham United LFC""]","[""statsbomb_open_data""]"
3775551,Manchester United vs Arsenal WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Arsenal WFC""]","[""statsbomb_open_data""]"
3775541,Manchester United vs Aston Villa,FA Women's Super League,2020/2021,"[""Manchester United"", ""Aston Villa""]","[""statsbomb_open_data""]"
3775594,Manchester United vs Birmingham City WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Birmingham City WFC""]","[""statsbomb_open_data""]"
3775562,Manchester United vs Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Brighton & Hove Albion WFC""]","[""statsbomb_open_data""]"
3775610,Manchester United vs Bristol City WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Bristol City WFC""]","[""statsbomb_open_data""]"
3764232,Manchester United vs Chelsea FCW,FA Women's Super League,2020/2021,"[""Manchester United"", ""Chelsea FCW""]","[""statsbomb_open_data""]"
3775563,Manchester United vs Everton LFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Everton LFC""]","[""statsbomb_open_data""]"
3775624,Manchester United vs Manchester City WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Manchester City WFC""]","[""statsbomb_open_data""]"
3775640,Manchester United vs Reading WFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""Reading WFC""]","[""statsbomb_open_data""]"
3775622,Manchester United vs Tottenham Hotspur Women,FA Women's Super League,2020/2021,"[""Manchester United"", ""Tottenham Hotspur Women""]","[""statsbomb_open_data""]"
3775628,Manchester United vs West Ham United LFC,FA Women's Super League,2020/2021,"[""Manchester United"", ""West Ham United LFC""]","[""statsbomb_open_data""]"
3775589,Reading WFC vs Arsenal WFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Arsenal WFC""]","[""statsbomb_open_data""]"
3764236,Reading WFC vs Aston Villa,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Aston Villa""]","[""statsbomb_open_data""]"
3775618,Reading WFC vs Birmingham City WFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Birmingham City WFC""]","[""statsbomb_open_data""]"
3775579,Reading WFC vs Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Brighton & Hove Albion WFC""]","[""statsbomb_open_data""]"
3775621,Reading WFC vs Bristol City WFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Bristol City WFC""]","[""statsbomb_open_data""]"
3775606,Reading WFC vs Chelsea FCW,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Chelsea FCW""]","[""statsbomb_open_data""]"
3775578,Reading WFC vs Everton LFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Everton LFC""]","[""statsbomb_open_data""]"
3775659,Reading WFC vs Manchester City WFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Manchester City WFC""]","[""statsbomb_open_data""]"
3775558,Reading WFC vs Manchester United,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Manchester United""]","[""statsbomb_open_data""]"
3775598,Reading WFC vs Tottenham Hotspur Women,FA Women's Super League,2020/2021,"[""Reading WFC"", ""Tottenham Hotspur Women""]","[""statsbomb_open_data""]"
3775649,Reading WFC vs West Ham United LFC,FA Women's Super League,2020/2021,"[""Reading WFC"", ""West Ham United LFC""]","[""statsbomb_open_data""]"
3775613,Tottenham Hotspur Women vs Arsenal WFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Arsenal WFC""]","[""statsbomb_open_data""]"
3775615,Tottenham Hotspur Women vs Aston Villa,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Aston Villa""]","[""statsbomb_open_data""]"
3775588,Tottenham Hotspur Women vs Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Brighton & Hove Albion WFC""]","[""statsbomb_open_data""]"
3775546,Tottenham Hotspur Women vs Bristol City WFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Bristol City WFC""]","[""statsbomb_open_data""]"
3775555,Tottenham Hotspur Women vs Chelsea FCW,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Chelsea FCW""]","[""statsbomb_open_data""]"
3775552,Tottenham Hotspur Women vs Everton LFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Everton LFC""]","[""statsbomb_open_data""]"
3775604,Tottenham Hotspur Women vs Manchester City WFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Manchester City WFC""]","[""statsbomb_open_data""]"
3775644,Tottenham Hotspur Women vs Manchester United,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Manchester United""]","[""statsbomb_open_data""]"
3775592,Tottenham Hotspur Women vs Reading WFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""Reading WFC""]","[""statsbomb_open_data""]"
3764230,Tottenham Hotspur Women vs West Ham United LFC,FA Women's Super League,2020/2021,"[""Tottenham Hotspur Women"", ""West Ham United LFC""]","[""statsbomb_open_data""]"
3764238,West Ham United LFC vs Arsenal WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Arsenal WFC""]","[""statsbomb_open_data""]"
3775599,West Ham United LFC vs Aston Villa,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Aston Villa""]","[""statsbomb_open_data""]"
3775643,West Ham United LFC vs Birmingham City WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Birmingham City WFC""]","[""statsbomb_open_data""]"
3775623,West Ham United LFC vs Brighton & Hove Albion WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Brighton & Hove Albion WFC""]","[""statsbomb_open_data""]"
3775655,West Ham United LFC vs Bristol City WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Bristol City WFC""]","[""statsbomb_open_data""]"
3775591,West Ham United LFC vs Chelsea FCW,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Chelsea FCW""]","[""statsbomb_open_data""]"
3775635,West Ham United LFC vs Everton LFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Everton LFC""]","[""statsbomb_open_data""]"
3775573,West Ham United LFC vs Manchester City WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Manchester City WFC""]","[""statsbomb_open_data""]"
3775561,West Ham United LFC vs Manchester United,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Manchester United""]","[""statsbomb_open_data""]"
3775602,West Ham United LFC vs Reading WFC,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Reading WFC""]","[""statsbomb_open_data""]"
3775608,West Ham United LFC vs Tottenham Hotspur Women,FA Women's Super League,2020/2021,"[""West Ham United LFC"", ""Tottenham Hotspur Women""]","[""statsbomb_open_data""]"
3888787,Argentina U20 vs Soviet Union U20,FIFA U20 World Cup,1979,"[""Argentina U20"", ""Soviet Union U20""]","[""statsbomb_open_data""]"
3888704,Brazil vs France,FIFA World Cup,1958,"[""Brazil"", ""France""]","[""statsbomb_open_data""]"
3888705,Brazil vs Sweden,FIFA World Cup,1958,"[""Brazil"", ""Sweden""]","[""statsbomb_open_data""]"
3888854,Brazil vs Mexico,FIFA World Cup,1962,"[""Brazil"", ""Mexico""]","[""statsbomb_open_data""]"
3888699,Brazil vs Czechoslovakia,FIFA World Cup,1970,"[""Brazil"", ""Czechoslovakia""]","[""statsbomb_open_data""]"
3888700,Brazil vs England,FIFA World Cup,1970,"[""Brazil"", ""England""]","[""statsbomb_open_data""]"
3888702,Brazil vs Italy,FIFA World Cup,1970,"[""Brazil"", ""Italy""]","[""statsbomb_open_data""]"
3889218,Brazil vs Peru,FIFA World Cup,1970,"[""Brazil"", ""Peru""]","[""statsbomb_open_data""]"
3889217,Brazil vs Romania,FIFA World Cup,1970,"[""Brazil"", ""Romania""]","[""statsbomb_open_data""]"
3888701,Brazil vs Uruguay,FIFA World Cup,1970,"[""Brazil"", ""Uruguay""]","[""statsbomb_open_data""]"
3750180,German DR vs Germany,FIFA World Cup,1974,"[""German DR"", ""Germany""]","[""statsbomb_open_data""]"
3888718,German DR vs Netherlands,FIFA World Cup,1974,"[""German DR"", ""Netherlands""]","[""statsbomb_open_data""]"
3888717,Netherlands vs Argentina,FIFA World Cup,1974,"[""Netherlands"", ""Argentina""]","[""statsbomb_open_data""]"
3888719,Netherlands vs Brazil,FIFA World Cup,1974,"[""Netherlands"", ""Brazil""]","[""statsbomb_open_data""]"
3888720,Netherlands vs Germany,FIFA World Cup,1974,"[""Netherlands"", ""Germany""]","[""statsbomb_open_data""]"
3888716,Netherlands vs Sweden,FIFA World Cup,1974,"[""Netherlands"", ""Sweden""]","[""statsbomb_open_data""]"
3889148,Argentina vs Belgium,FIFA World Cup,1986,"[""Argentina"", ""Belgium""]","[""statsbomb_open_data""]"
3750191,Argentina vs England,FIFA World Cup,1986,"[""Argentina"", ""England""]","[""statsbomb_open_data""]"
3889149,Argentina vs Germany,FIFA World Cup,1986,"[""Argentina"", ""Germany""]","[""statsbomb_open_data""]"
3793185,Brazil vs Argentina,FIFA World Cup,1990,"[""Brazil"", ""Argentina""]","[""statsbomb_open_data""]"
7545,Argentina vs Croatia,FIFA World Cup,2018,"[""Argentina"", ""Croatia""]","[""statsbomb_open_data""]"
7531,Argentina vs Iceland,FIFA World Cup,2018,"[""Argentina"", ""Iceland""]","[""statsbomb_open_data""]"
7562,Australia vs Peru,FIFA World Cup,2018,"[""Australia"", ""Peru""]","[""statsbomb_open_data""]"
8657,Belgium vs England,FIFA World Cup,2018,"[""Belgium"", ""England""]","[""statsbomb_open_data""]"
7584,Belgium vs Japan,FIFA World Cup,2018,"[""Belgium"", ""Japan""]","[""statsbomb_open_data""]"
7536,Belgium vs Panama,FIFA World Cup,2018,"[""Belgium"", ""Panama""]","[""statsbomb_open_data""]"
7552,Belgium vs Tunisia,FIFA World Cup,2018,"[""Belgium"", ""Tunisia""]","[""statsbomb_open_data""]"
8650,Brazil vs Belgium,FIFA World Cup,2018,"[""Brazil"", ""Belgium""]","[""statsbomb_open_data""]"
7548,Brazil vs Costa Rica,FIFA World Cup,2018,"[""Brazil"", ""Costa Rica""]","[""statsbomb_open_data""]"
7583,Brazil vs Mexico,FIFA World Cup,2018,"[""Brazil"", ""Mexico""]","[""statsbomb_open_data""]"
7533,Brazil vs Switzerland,FIFA World Cup,2018,"[""Brazil"", ""Switzerland""]","[""statsbomb_open_data""]"
7585,Colombia vs England,FIFA World Cup,2018,"[""Colombia"", ""England""]","[""statsbomb_open_data""]"
7541,Colombia vs Japan,FIFA World Cup,2018,"[""Colombia"", ""Japan""]","[""statsbomb_open_data""]"
7535,Costa Rica vs Serbia,FIFA World Cup,2018,"[""Costa Rica"", ""Serbia""]","[""statsbomb_open_data""]"
7581,Croatia vs Denmark,FIFA World Cup,2018,"[""Croatia"", ""Denmark""]","[""statsbomb_open_data""]"
8656,Croatia vs England,FIFA World Cup,2018,"[""Croatia"", ""England""]","[""statsbomb_open_data""]"
7529,Croatia vs Nigeria,FIFA World Cup,2018,"[""Croatia"", ""Nigeria""]","[""statsbomb_open_data""]"
7547,Denmark vs Australia,FIFA World Cup,2018,"[""Denmark"", ""Australia""]","[""statsbomb_open_data""]"
7563,Denmark vs France,FIFA World Cup,2018,"[""Denmark"", ""France""]","[""statsbomb_open_data""]"
7578,Egypt vs Uruguay,FIFA World Cup,2018,"[""Egypt"", ""Uruguay""]","[""statsbomb_open_data""]"
7570,England vs Belgium,FIFA World Cup,2018,"[""England"", ""Belgium""]","[""statsbomb_open_data""]"
7554,England vs Panama,FIFA World Cup,2018,"[""England"", ""Panama""]","[""statsbomb_open_data""]"
7580,France vs Argentina,FIFA World Cup,2018,"[""France"", ""Argentina""]","[""statsbomb_open_data""]"
7530,France vs Australia,FIFA World Cup,2018,"[""France"", ""Australia""]","[""statsbomb_open_data""]"
8655,France vs Belgium,FIFA World Cup,2018,"[""France"", ""Belgium""]","[""statsbomb_open_data""]"
8658,France vs Croatia,FIFA World Cup,2018,"[""France"", ""Croatia""]","[""statsbomb_open_data""]"
7546,France vs Peru,FIFA World Cup,2018,"[""France"", ""Peru""]","[""statsbomb_open_data""]"
7534,Germany vs Mexico,FIFA World Cup,2018,"[""Germany"", ""Mexico""]","[""statsbomb_open_data""]"
7551,Germany vs Sweden,FIFA World Cup,2018,"[""Germany"", ""Sweden""]","[""statsbomb_open_data""]"
7561,Iceland vs Croatia,FIFA World Cup,2018,"[""Iceland"", ""Croatia""]","[""statsbomb_open_data""]"
7557,Iran vs Portugal,FIFA World Cup,2018,"[""Iran"", ""Portugal""]","[""statsbomb_open_data""]"
7543,Iran vs Spain,FIFA World Cup,2018,"[""Iran"", ""Spain""]","[""statsbomb_open_data""]"
7572,Japan vs Poland,FIFA World Cup,2018,"[""Japan"", ""Poland""]","[""statsbomb_open_data""]"
7556,Japan vs Senegal,FIFA World Cup,2018,"[""Japan"", ""Senegal""]","[""statsbomb_open_data""]"
7566,Mexico vs Sweden,FIFA World Cup,2018,"[""Mexico"", ""Sweden""]","[""statsbomb_open_data""]"
7577,Morocco vs Iran,FIFA World Cup,2018,"[""Morocco"", ""Iran""]","[""statsbomb_open_data""]"
7564,Nigeria vs Argentina,FIFA World Cup,2018,"[""Nigeria"", ""Argentina""]","[""statsbomb_open_data""]"
7549,Nigeria vs Iceland,FIFA World Cup,2018,"[""Nigeria"", ""Iceland""]","[""statsbomb_open_data""]"
7569,Panama vs Tunisia,FIFA World Cup,2018,"[""Panama"", ""Tunisia""]","[""statsbomb_open_data""]"
7532,Peru vs Denmark,FIFA World Cup,2018,"[""Peru"", ""Denmark""]","[""statsbomb_open_data""]"
7555,Poland vs Colombia,FIFA World Cup,2018,"[""Poland"", ""Colombia""]","[""statsbomb_open_data""]"
7539,Poland vs Senegal,FIFA World Cup,2018,"[""Poland"", ""Senegal""]","[""statsbomb_open_data""]"
7542,Portugal vs Morocco,FIFA World Cup,2018,"[""Portugal"", ""Morocco""]","[""statsbomb_open_data""]"
7576,Portugal vs Spain,FIFA World Cup,2018,"[""Portugal"", ""Spain""]","[""statsbomb_open_data""]"
8652,Russia vs Croatia,FIFA World Cup,2018,"[""Russia"", ""Croatia""]","[""statsbomb_open_data""]"
7540,Russia vs Egypt,FIFA World Cup,2018,"[""Russia"", ""Egypt""]","[""statsbomb_open_data""]"
7525,Russia vs Saudi Arabia,FIFA World Cup,2018,"[""Russia"", ""Saudi Arabia""]","[""statsbomb_open_data""]"
7559,Saudi Arabia vs Egypt,FIFA World Cup,2018,"[""Saudi Arabia"", ""Egypt""]","[""statsbomb_open_data""]"
7571,Senegal vs Colombia,FIFA World Cup,2018,"[""Senegal"", ""Colombia""]","[""statsbomb_open_data""]"
7565,Serbia vs Brazil,FIFA World Cup,2018,"[""Serbia"", ""Brazil""]","[""statsbomb_open_data""]"
7550,Serbia vs Switzerland,FIFA World Cup,2018,"[""Serbia"", ""Switzerland""]","[""statsbomb_open_data""]"
7567,South Korea vs Germany,FIFA World Cup,2018,"[""South Korea"", ""Germany""]","[""statsbomb_open_data""]"
7553,South Korea vs Mexico,FIFA World Cup,2018,"[""South Korea"", ""Mexico""]","[""statsbomb_open_data""]"
7560,Spain vs Morocco,FIFA World Cup,2018,"[""Spain"", ""Morocco""]","[""statsbomb_open_data""]"
7582,Spain vs Russia,FIFA World Cup,2018,"[""Spain"", ""Russia""]","[""statsbomb_open_data""]"
8651,Sweden vs England,FIFA World Cup,2018,"[""Sweden"", ""England""]","[""statsbomb_open_data""]"
7538,Sweden vs South Korea,FIFA World Cup,2018,"[""Sweden"", ""South Korea""]","[""statsbomb_open_data""]"
7586,Sweden vs Switzerland,FIFA World Cup,2018,"[""Sweden"", ""Switzerland""]","[""statsbomb_open_data""]"
7568,Switzerland vs Costa Rica,FIFA World Cup,2018,"[""Switzerland"", ""Costa Rica""]","[""statsbomb_open_data""]"
7537,Tunisia vs England,FIFA World Cup,2018,"[""Tunisia"", ""England""]","[""statsbomb_open_data""]"
8649,Uruguay vs France,FIFA World Cup,2018,"[""Uruguay"", ""France""]","[""statsbomb_open_data""]"
7579,Uruguay vs Portugal,FIFA World Cup,2018,"[""Uruguay"", ""Portugal""]","[""statsbomb_open_data""]"
7558,Uruguay vs Russia,FIFA World Cup,2018,"[""Uruguay"", ""Russia""]","[""statsbomb_open_data""]"
7544,Uruguay vs Saudi Arabia,FIFA World Cup,2018,"[""Uruguay"", ""Saudi Arabia""]","[""statsbomb_open_data""]"
3869151,Argentina vs Australia,FIFA World Cup,2022,"[""Argentina"", ""Australia""]","[""statsbomb_open_data""]"
3869519,Argentina vs Croatia,FIFA World Cup,2022,"[""Argentina"", ""Croatia""]","[""statsbomb_open_data""]"
3869685,Argentina vs France,FIFA World Cup,2022,"[""Argentina"", ""France""]","[""statsbomb_open_data""]"
3857289,Argentina vs Mexico,FIFA World Cup,2022,"[""Argentina"", ""Mexico""]","[""statsbomb_open_data""]"
3857300,Argentina vs Saudi Arabia,FIFA World Cup,2022,"[""Argentina"", ""Saudi Arabia""]","[""statsbomb_open_data""]"
3857257,Australia vs Denmark,FIFA World Cup,2022,"[""Australia"", ""Denmark""]","[""statsbomb_open_data""]"
3857268,Belgium vs Canada,FIFA World Cup,2022,"[""Belgium"", ""Canada""]","[""statsbomb_open_data""]"
3857283,Belgium vs Morocco,FIFA World Cup,2022,"[""Belgium"", ""Morocco""]","[""statsbomb_open_data""]"
3857258,Brazil vs Serbia,FIFA World Cup,2022,"[""Brazil"", ""Serbia""]","[""statsbomb_open_data""]"
3869253,Brazil vs South Korea,FIFA World Cup,2022,"[""Brazil"", ""South Korea""]","[""statsbomb_open_data""]"
3857269,Brazil vs Switzerland,FIFA World Cup,2022,"[""Brazil"", ""Switzerland""]","[""statsbomb_open_data""]"
3857280,Cameroon vs Brazil,FIFA World Cup,2022,"[""Cameroon"", ""Brazil""]","[""statsbomb_open_data""]"
3857259,Cameroon vs Serbia,FIFA World Cup,2022,"[""Cameroon"", ""Serbia""]","[""statsbomb_open_data""]"
3857276,Canada vs Morocco,FIFA World Cup,2022,"[""Canada"", ""Morocco""]","[""statsbomb_open_data""]"
3857292,Costa Rica vs Germany,FIFA World Cup,2022,"[""Costa Rica"", ""Germany""]","[""statsbomb_open_data""]"
3857296,Croatia vs Belgium,FIFA World Cup,2022,"[""Croatia"", ""Belgium""]","[""statsbomb_open_data""]"
3869420,Croatia vs Brazil,FIFA World Cup,2022,"[""Croatia"", ""Brazil""]","[""statsbomb_open_data""]"
3857281,Croatia vs Canada,FIFA World Cup,2022,"[""Croatia"", ""Canada""]","[""statsbomb_open_data""]"
3869684,Croatia vs Morocco,FIFA World Cup,2022,"[""Croatia"", ""Morocco""]","[""statsbomb_open_data""]"
3857254,Denmark vs Tunisia,FIFA World Cup,2022,"[""Denmark"", ""Tunisia""]","[""statsbomb_open_data""]"
3857267,Ecuador vs Senegal,FIFA World Cup,2022,"[""Ecuador"", ""Senegal""]","[""statsbomb_open_data""]"
3869354,England vs France,FIFA World Cup,2022,"[""England"", ""France""]","[""statsbomb_open_data""]"
3857271,England vs Iran,FIFA World Cup,2022,"[""England"", ""Iran""]","[""statsbomb_open_data""]"
3869118,England vs Senegal,FIFA World Cup,2022,"[""England"", ""Senegal""]","[""statsbomb_open_data""]"
3857272,England vs United States,FIFA World Cup,2022,"[""England"", ""United States""]","[""statsbomb_open_data""]"
3857279,France vs Australia,FIFA World Cup,2022,"[""France"", ""Australia""]","[""statsbomb_open_data""]"
3857266,France vs Denmark,FIFA World Cup,2022,"[""France"", ""Denmark""]","[""statsbomb_open_data""]"
3869552,France vs Morocco,FIFA World Cup,2022,"[""France"", ""Morocco""]","[""statsbomb_open_data""]"
3869152,France vs Poland,FIFA World Cup,2022,"[""France"", ""Poland""]","[""statsbomb_open_data""]"
3857284,Germany vs Japan,FIFA World Cup,2022,"[""Germany"", ""Japan""]","[""statsbomb_open_data""]"
3857293,Ghana vs Uruguay,FIFA World Cup,2022,"[""Ghana"", ""Uruguay""]","[""statsbomb_open_data""]"
3857278,Iran vs United States,FIFA World Cup,2022,"[""Iran"", ""United States""]","[""statsbomb_open_data""]"
3857295,Japan vs Costa Rica,FIFA World Cup,2022,"[""Japan"", ""Costa Rica""]","[""statsbomb_open_data""]"
3869219,Japan vs Croatia,FIFA World Cup,2022,"[""Japan"", ""Croatia""]","[""statsbomb_open_data""]"
3857255,Japan vs Spain,FIFA World Cup,2022,"[""Japan"", ""Spain""]","[""statsbomb_open_data""]"
3857265,Mexico vs Poland,FIFA World Cup,2022,"[""Mexico"", ""Poland""]","[""statsbomb_open_data""]"
3857277,Morocco vs Croatia,FIFA World Cup,2022,"[""Morocco"", ""Croatia""]","[""statsbomb_open_data""]"
3869486,Morocco vs Portugal,FIFA World Cup,2022,"[""Morocco"", ""Portugal""]","[""statsbomb_open_data""]"
3869220,Morocco vs Spain,FIFA World Cup,2022,"[""Morocco"", ""Spain""]","[""statsbomb_open_data""]"
3869321,Netherlands vs Argentina,FIFA World Cup,2022,"[""Netherlands"", ""Argentina""]","[""statsbomb_open_data""]"
3857274,Netherlands vs Ecuador,FIFA World Cup,2022,"[""Netherlands"", ""Ecuador""]","[""statsbomb_open_data""]"
3857294,Netherlands vs Qatar,FIFA World Cup,2022,"[""Netherlands"", ""Qatar""]","[""statsbomb_open_data""]"
3869117,Netherlands vs United States,FIFA World Cup,2022,"[""Netherlands"", ""United States""]","[""statsbomb_open_data""]"
3857264,Poland vs Argentina,FIFA World Cup,2022,"[""Poland"", ""Argentina""]","[""statsbomb_open_data""]"
3857297,Poland vs Saudi Arabia,FIFA World Cup,2022,"[""Poland"", ""Saudi Arabia""]","[""statsbomb_open_data""]"
3857298,Portugal vs Ghana,FIFA World Cup,2022,"[""Portugal"", ""Ghana""]","[""statsbomb_open_data""]"
3869254,Portugal vs Switzerland,FIFA World Cup,2022,"[""Portugal"", ""Switzerland""]","[""statsbomb_open_data""]"
3857270,Portugal vs Uruguay,FIFA World Cup,2022,"[""Portugal"", ""Uruguay""]","[""statsbomb_open_data""]"
3857286,Qatar vs Ecuador,FIFA World Cup,2022,"[""Qatar"", ""Ecuador""]","[""statsbomb_open_data""]"
3857301,Qatar vs Senegal,FIFA World Cup,2022,"[""Qatar"", ""Senegal""]","[""statsbomb_open_data""]"
3857260,Saudi Arabia vs Mexico,FIFA World Cup,2022,"[""Saudi Arabia"", ""Mexico""]","[""statsbomb_open_data""]"
3857285,Senegal vs Netherlands,FIFA World Cup,2022,"[""Senegal"", ""Netherlands""]","[""statsbomb_open_data""]"
3857256,Serbia vs Switzerland,FIFA World Cup,2022,"[""Serbia"", ""Switzerland""]","[""statsbomb_open_data""]"
3857299,South Korea vs Ghana,FIFA World Cup,2022,"[""South Korea"", ""Ghana""]","[""statsbomb_open_data""]"
3857262,South Korea vs Portugal,FIFA World Cup,2022,"[""South Korea"", ""Portugal""]","[""statsbomb_open_data""]"
3857291,Spain vs Costa Rica,FIFA World Cup,2022,"[""Spain"", ""Costa Rica""]","[""statsbomb_open_data""]"
3857263,Spain vs Germany,FIFA World Cup,2022,"[""Spain"", ""Germany""]","[""statsbomb_open_data""]"
3857290,Switzerland vs Cameroon,FIFA World Cup,2022,"[""Switzerland"", ""Cameroon""]","[""statsbomb_open_data""]"
3857288,Tunisia vs Australia,FIFA World Cup,2022,"[""Tunisia"", ""Australia""]","[""statsbomb_open_data""]"
3857275,Tunisia vs France,FIFA World Cup,2022,"[""Tunisia"", ""France""]","[""statsbomb_open_data""]"
3857282,United States vs Wales,FIFA World Cup,2022,"[""United States"", ""Wales""]","[""statsbomb_open_data""]"
3857287,Uruguay vs South Korea,FIFA World Cup,2022,"[""Uruguay"", ""South Korea""]","[""statsbomb_open_data""]"
3857261,Wales vs England,FIFA World Cup,2022,"[""Wales"", ""England""]","[""statsbomb_open_data""]"
3857273,Wales vs Iran,FIFA World Cup,2022,"[""Wales"", ""Iran""]","[""statsbomb_open_data""]"
3817854,ATK Mohun Bagan vs Bengaluru,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Bengaluru""]","[""statsbomb_open_data""]"
3813281,ATK Mohun Bagan vs Chennaiyin,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Chennaiyin""]","[""statsbomb_open_data""]"
3817888,ATK Mohun Bagan vs East Bengal,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""East Bengal""]","[""statsbomb_open_data""]"
3813303,ATK Mohun Bagan vs Goa,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Goa""]","[""statsbomb_open_data""]"
3813264,ATK Mohun Bagan vs Hyderabad,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Hyderabad""]","[""statsbomb_open_data""]"
3827336,ATK Mohun Bagan vs Hyderabad,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Hyderabad""]","[""statsbomb_open_data""]"
3817856,ATK Mohun Bagan vs Jamshedpur,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Jamshedpur""]","[""statsbomb_open_data""]"
3813314,ATK Mohun Bagan vs Kerala Blasters,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Kerala Blasters""]","[""statsbomb_open_data""]"
3813312,ATK Mohun Bagan vs Mumbai City,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Mumbai City""]","[""statsbomb_open_data""]"
3817873,ATK Mohun Bagan vs NorthEast United,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""NorthEast United""]","[""statsbomb_open_data""]"
3813313,ATK Mohun Bagan vs Odisha,Indian Super league,2021/2022,"[""ATK Mohun Bagan"", ""Odisha""]","[""statsbomb_open_data""]"
3813287,Bengaluru vs ATK Mohun Bagan,Indian Super league,2021/2022,"[""Bengaluru"", ""ATK Mohun Bagan""]","[""statsbomb_open_data""]"
3817868,Bengaluru vs Chennaiyin,Indian Super league,2021/2022,"[""Bengaluru"", ""Chennaiyin""]","[""statsbomb_open_data""]"
3813293,Bengaluru vs East Bengal,Indian Super league,2021/2022,"[""Bengaluru"", ""East Bengal""]","[""statsbomb_open_data""]"
3817874,Bengaluru vs Goa,Indian Super league,2021/2022,"[""Bengaluru"", ""Goa""]","[""statsbomb_open_data""]"
3817869,Bengaluru vs Hyderabad,Indian Super league,2021/2022,"[""Bengaluru"", ""Hyderabad""]","[""statsbomb_open_data""]"
3817883,Bengaluru vs Jamshedpur,Indian Super league,2021/2022,"[""Bengaluru"", ""Jamshedpur""]","[""statsbomb_open_data""]"
3813292,Bengaluru vs Kerala Blasters,Indian Super league,2021/2022,"[""Bengaluru"", ""Kerala Blasters""]","[""statsbomb_open_data""]"
3813274,Bengaluru vs Mumbai City,Indian Super league,2021/2022,"[""Bengaluru"", ""Mumbai City""]","[""statsbomb_open_data""]"
